resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
DXME-KADX-KARI_KAKADX,"वागोनेटकी अनप्रोकिडनी, क्षमता 3.3 मी³",Equipment,General,मशीन-च,17.75,17.75,17.75,17.75,1,INR,297.62,16.772,180,180,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं",झुके हुए तनों का पार करना,b477b3d634fb
DXME-MEVO-KAME_KAKAVO,"ट्रेलर-माउंटेड स्क्रू कंप्रेसर, आंतरिक दहन इंजन के साथ, दबाव 0.7 एमपीए (7 बार), उत्पादन 12 म³/मिनट तक",Equipment,General,मशीन-च,760.73,760.73,760.73,760.73,1,INR,12942.71,17.0134,180,180,निर्माण कार्य,कुएं,कुएं की खुदाई,पेरफोरेटर ड्रिलिंग,cfb9a3372aeb
DXME-KATO-KANE_KATOPU,"इलेक्ट्रिक लोडिंग मशीनें, कैटरपिलर ट्रैक पर, क्षैतिज खनन के लिए, ""डिगिंग पैड"" कार्यकारी अंग के साथ, 2.5 म³/मिनट की उत्पादकता",Equipment,General,मशीन-च,2723.52,2723.52,2723.52,2723.52,1,INR,17667.25,6.4869,178,178,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर स्टॉलों के साथ आसपास के आंगनों, लोडिंग उपकरणों के कक्षों, ऊर्ध्वाधर और",35cdebff7f62
DXME-RIME-MEDX_KARILI,बिजली: खपत 0.96 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,4.26,4.26,4.26,4.26,1,INR,487.69,114.5628,178,178,निर्माण कार्य,फर्श,फर्श,मार्बल और ग्रेनाइट की टाइलों की सतहों का निर्माण,cd770915c714
DXME-RIME-MEDX_KARILI,सार्वभौमिक पत्थर काटने की मशीनें,Equipment,General,मशीन-च,24.59,24.59,24.59,24.59,1,INR,2817.12,114.5628,178,178,निर्माण कार्य,फर्श,फर्श,मार्बल और ग्रेनाइट की टाइलों की सतहों का निर्माण,90d8cdc7674b
DXME-KATO-KANE_KATOPU,बिजली: खपत 22.11 कVt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,98.3,98.3,98.3,98.3,1,INR,637.65,6.4869,178,178,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर स्टॉलों के साथ आसपास के आंगनों, लोडिंग उपकरणों के कक्षों, ऊर्ध्वाधर और",c59c0d22e9c3
KAME-TO-KAPU-KALI_KAKAKAME,टर्बाइन का तेल,Material,General,किलोग्राम,62.47,62.47,62.47,62.47,1,INR,2999.75,48.0174,177,177,उपकरणों की स्थापना,तापीय शक्ति उपकरण,भाप टरबाइन और गैस टरबाइन इकाइयाँ,टर्बाइनें भाप स्थिर और गैस टर्बाइन स्थिर स्थापितियाँ,a3875a922c50
MEME-ME-KARI-KAME_KAKATOME,"गोल लकड़ी के सामग्री, पर्णपाती प्रजातियों के बिना छिलके, लंबाई 3-6.5 मीटर, व्यास 14-24 सेमी, ग्रेड II-III",Material,General,घन मीटर,13540.37,13540.37,13540.37,13540.37,1,INR,23334.91,2.5917,176,176,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",खुदाई द्वारा मिट्टी का विकास और ट्रक-डंपरों में लोडिंग,13919f6c2759
KALI-RI-KALI-MEME_KAKAKARI,स्थिर स्टील पाइपलाइन सपोर्ट गर्म रोल्ड प्रोफाइल से,Material,General,ट,136692.3,136692.3,136692.3,136692.3,1,INR,66342.38,0.4855,176,176,निर्माण कार्य,आंतरिक पाइपलाइन,प्लास्टिक पाइपों से बने पाइपलाइन,जल आपूर्ति और हीटिंग के लिए क्लोरीनयुक्त पॉलीविनाइल क्लोराइड (CPVC) पाइपलाइन बिछ,a24128245d29
RISA-RI-KAME-KAME_KAKAMEPU,प्लास्टिक केबल मार्किंग टैग यू136,Material,General,100 पीस,203.67,203.67,203.67,203.67,1,INR,467.54,2.2956,176,176,उपकरणों की स्थापना,संचार उपकरण,स्थानीय टेलीफोन संचार,आपातकालीन-टेलीफोन संचार,daf2c52c7176
DXDXDX_DXDXKAME,सामग्री (देखें अनुप्रयोग),Material,General,,0.0,0.0,0.0,0.0,0,INR,0.0,0.0,175,175,निर्माण कार्य,कुएं,कुएं की खुदाई,रोटरन बोरिंग,2643dde08b2b
KAME-LI-KALI-MERI_KAKARIRI,"पॉलीथीन फिल्म, मोटाई 0.2-0.5 मिमी",Material,General,मी²,15.01,15.01,15.01,15.01,1,INR,560.94,37.3734,175,175,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,एटमी ऊर्जा संयंत्रों की इमारतों और संरचनाओं की दीवारों की संरचना जिसमें वीवीईआर ,77f1bb9615b4
MEME-ME-KATO-KANE_KAKALIPU,"शंकुधारी प्रजातियों का कटे हुए बोर्ड, प्राकृतिक नमी, लंबाई 2-6.5 मीटर, चौड़ाई 100-250 मिमी, मोटाई 30-40 मिमी, ग्रेड II",Material,General,घन मीटर,12704.18,12704.18,12704.18,12704.18,1,INR,13967.39,1.1837,175,175,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,dba69cf7167b
DXME-KALI-KARI_KAMEME,"कंक्रीट पंप, उत्पादन 65 म3/घंटा",Equipment,General,मशीन-च,2968.47,2968.47,2968.47,2968.47,1,INR,42907.76,14.4545,175,175,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",भूमि संरचनाओं के ढलानों को मजबूत करना,1983f71ca1eb
KAME-PU-KAME-KANE_KAKAMETO,"ड्रिलिंग कोर, प्रकार BU-52S",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",447.7,447.7,447.7,447.7,1,INR,9919.24,22.1558,174,174,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर खंभों, शुर्फों और उनके मुहानों का पार करना",12c85dbca070
DXME-KAVO-KASA_KAVOME,"पनबिजली कंक्रीट बिछाने वाले, टैंक की क्षमता 1.5 म3 तक",Equipment,General,मशीन-च,146.29,146.29,146.29,146.29,1,INR,6674.06,45.6228,174,174,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,फिनिशिंग का निर्माण,070fd5fb4f4f
DXME-KAVO-KASA_KAVOME,बिजली: खपत 8.25 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,36.68,36.68,36.68,36.68,1,INR,1673.63,45.6228,174,174,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,फिनिशिंग का निर्माण,f8041ecba6e3
MEME-ME-KATO-KANE_KAKALIKA,"पाइन प्रजातियों की कटाई की गई लकड़ी, प्राकृतिक नमी, लंबाई 2-6.5 मीटर, चौड़ाई 100-250 मिमी, मोटाई 25 मिमी, ग्रेड II",Material,General,घन मीटर,12704.18,12704.18,12704.18,12704.18,1,INR,8260.06,0.6656,173,173,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,नदी की परिस्थितियों में तैरते उपकरणों से किए जाने वाले पाइल कार्य,f729b4aeaa37
DXME-MENE-KAME_KAKATO,"मोबाइल जनरेटर, शक्ति 30 किलowatt",Equipment,General,मशीन-च,468.08,468.08,468.08,468.08,1,INR,28192.9,60.2308,173,173,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",स्थायी रूप से जमी हुई और चट्टानी मिट्टी का विकास,029ddf98b883
DXME-KAME-KAME_KAPUNE,"बुलडोजर, शक्ति 303 किलowatt (410 हॉर्सपावर)",Equipment,General,मशीन-च,4973.44,4973.44,4973.44,4973.44,1,INR,191192.26,38.4427,171,171,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",गैस और तेल उत्पादों के लिए मुख्य और औद्योगिक पाइपलाइनों के लिए खाई खोदना और भरना,b4e2ff2c8147
DXME-KAVO-KATO_KAKATO,"ट्रेलर क्यूब रोलर, वजन 8 टन",Equipment,General,मशीन-च,437.56,437.56,437.56,437.56,1,INR,396.77,0.9068,170,170,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",मिट्टी को संकुचित करना,23e8cbc714e3
DXME-MEVO-KAME_KAMEME,बिजली: खपत 1.32 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,5.87,5.87,5.87,5.87,1,INR,88.48,15.0786,169,169,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",मिट्टियों का स्थिरीकरण,फ्रीजिंग कॉलम का हेड,035ea61e3a53
DXME-KAME-KATO_KATORI,"स्व-चालित स्क्रेपर्स, ज्यामितीय बाल्टी की क्षमता 8.0 मीटर³",Equipment,General,मशीन-च,2718.56,2718.56,2718.56,2718.56,1,INR,7905.23,2.9079,169,169,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",मिट्टी का विकास स्क्रेपर्स द्वारा,38b328f0df2c
DXME-MEVO-KAME_KAMEME,"मोबाइल पिस्टन कंप्रेसर, दबाव 0.6 एमपीए (6 एटीएम) तक, उत्पादन 0.83 म³/मिनट तक",Equipment,General,मशीन-च,14.54,14.54,14.54,14.54,1,INR,219.3,15.0786,169,169,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",मिट्टियों का स्थिरीकरण,फ्रीजिंग कॉलम का हेड,87817a9ca875
DXME-RIKA-MEKA_KAKAPU,संसाधन_नामकरण||964,Equipment,General,मशीन-च,4613.61,4613.61,4613.61,4613.61,1,INR,104977.93,22.754,168,168,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,नदी की परिस्थितियों में तैरते उपकरणों से किए जाने वाले पाइल कार्य,79a2bff348b0
KAVO-ME-KARI-MELI_KAKAPUME,"जस्ती तार से बनी एकल बुनाई वाली स्टील की जाली, तार का व्यास 3 मिमी, जाली का आकार 50x50 मिमी",Material,General,मी²,228.27,228.27,228.27,228.27,1,INR,6038.01,26.6107,167,167,निर्माण कार्य,थर्मल इन्सुलेशन कार्य,अग्नि सुरक्षा,धातु संरचनाओं की अग्नि सुरक्षा,42d2ea758550
KAME-TO-KAPU-KAVO_KAKAMERI,संसाधन_नामकरण||1099,Material,General,ट,23721.23,23721.23,23721.23,23721.23,1,INR,1538.83,0.087,167,167,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",मिट्टियों का स्थिरीकरण,औद्योगिक और नागरिक निर्माण के लिए धातु के फॉर्मवर्क में मोनोलिथिक प्रबलित कंक्री,54fc9d3c7fae
KAME-LI-RIKA-KAVO_KAMEKARI,संसाधन_नामकरण||2267,Material,General,10 मीटर,263.53,263.53,263.53,263.53,1,INR,297.24,1.1274,167,167,निर्माण कार्य,लकड़ी की संरचनाएं,"परदे, जो जिप्सम बोर्ड या जिप्सम फाइबर प्लेटों से ढके हुए हैं",लकड़ी के ढांचे पर विभाजन,b7e2d464a99b
KAVO-TO-KATO-KAPU_KAKAMEPU,"हल्की तार, व्यास 3.0 मिमी",Material,General,ट,71147.75,71147.75,71147.75,71147.75,1,INR,3997.4,0.1227,166,166,उपकरणों की स्थापना,लिफ्ट और परिवहन उपकरण,निरंतर क्रिया के परिवहन तंत्र,विशेष कन्वेयर,03ca1b404cb2
KAME-LI-MEKA-KATO,चूना पत्थर के ब्लॉक,Abstract Material,General,घन मीटर,67996.75,67996.75,67996.75,67996.75,1,INR,6212876.66,91.3702,166,166,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,हल्के ब्लॉकों और पत्थरों से बनी संरचनाएँ,बड़े चूना पत्थर के ब्लॉकों की दीवार निर्माण,cf2978e42f3f
RITO-ME-KARI-KALI,पाइपलाइन के लिए ब्रैकेट,Abstract Material,General,किलोग्राम,1231.04,1231.04,1231.04,1231.04,1,INR,47013.33,38.19,166,166,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",जल स्तर में कमी,4c6a1986e441
KAME-LI-MEME-KALI_KAKATONE,"वेल्डिंग इलेक्ट्रोड्स निम्न-लेगर्ड और कार्बन स्टील के लिए E46, व्यास 4 मिमी",Material,General,किलोग्राम,138.35,138.35,138.35,138.35,1,INR,2530.37,18.2899,165,165,निर्माण कार्य,निर्माण धातु संरचनाएं,भवन और भवनों के ढांचे,कार्कास और विशेष प्रयोजन की इमारतें,4d6d2081aaf0
KATO-ME-KARI-KATO_KAKAMESA,"निर्माण चूना, अनहाइड्रेटेड, ग्रेड ए",Material,General,किलोग्राम,84.48,84.48,84.48,84.48,1,INR,5.78,0.1457,164,164,निर्माण कार्य,आंतरिक पाइपलाइन,कच्चे लोहे की पाइपों से बने पाइपलाइन,नाली में लोहे की दबाव वाली रिंग वाली पाइप की बिछाई,5db1513d6479
KAME-LI-MEDX-KAPU_KAKAPUKA,"रबर की प्लेटें 1F-I-MBS-M, मोटाई 1-20 मिमी",Material,General,किलोग्राम,1262.36,1262.36,1262.36,1262.36,1,INR,4623.54,4.1457,163,163,उपकरणों की स्थापना,परमाणु विद्युत स्टेशनों का उपकरण,न्यूक्लियर स्टीम जनरेटिंग यूनिट्स,ऊर्जा जल-गर्मी रिएक्टर उपकरण (वीवीआर),e04e4700332a
KAME-TO-KARI-KATO_KAKAMERI,"तकनीकी रूप से घुलनशील एसीटिलीन, ब्रांड B",Material,General,ट,644069.55,644069.55,644069.55,644069.55,1,INR,8328.57,0.0597,163,163,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",जल स्तर में कमी,8db881326bfc
PU_MEKAKA_KARIKA,कर्मचारी: 1 व्यक्ति-घंटा/मशीन-घंटा,Operator,Operators,मशीन-च,246.3,246.3,246.3,246.3,1,INR,6211.81,25.2202,163,162,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,b31753868c6d
KAME-LI-KALI-MESA,धूल नियंत्रण,Abstract Material,General,ट,83071.57,83071.57,83071.57,83071.57,1,INR,70939.02,0.854,162,162,निर्माण कार्य,खनन और ढलाई कार्य,एकल-बकेट एक्स्केवेटर द्वारा मिट्टी का विकास,भूमि की खुदाई और ट्रक-डंपरों में लोडिंग खुदाई मशीनों द्वारा,3c31a916a0b2
DXME-KATO-MESA_KAKAME,"पनविमान ड्रिलिंग इंस्टॉलेशन जो ट्रैक्टर ट्रैक पर हैं, 8-25 मी² के कटाव के लिए, स्थिर वायवीय स्टेशनों से काम करने के लिए",Equipment,General,मशीन-च,1527.71,1527.71,1527.71,1527.71,1,INR,40434.18,26.4672,162,162,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,सुरंगों और खनन का निर्माण,abb06aee51dd
KAME-TO-KATO-KANE_KAKAKATO,हाइड्रोक्लोरिक एसिड तकनीकी,Material,General,किलोग्राम,55.84,55.84,55.84,55.84,1,INR,3230.97,58.5792,162,162,निर्माण कार्य,निर्माण संरचनाओं और उपकरणों को जंग से बचाना,विभिन्न कार्य,"फुटरिंग के जोड़ों को रासायनिक रूप से स्थायी, तापीय चालक और जलरोधक सीमेंट से भरना",d3d930d0ffa9
DXME-KAME-KASA_KAVODX,"डिज़ल इंजन वाले एकल-बकेट खुदाई करने वाले मशीनें, जो ट्रैक्टर पर चलती हैं, बकेट की क्षमता 1.25 घन मीटर है।",Equipment,General,मशीन-च,1770.2,1770.2,1770.2,1770.2,1,INR,60787.79,34.3395,161,161,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",खुदाई द्वारा मिट्टी का विकास,594dedf59033
KAME-PU-KATO-KAME,बेंटोनाइट पाउडर,Abstract Material,General,ट,16458.23,13088.91,18624.22,18624.22,2,INR,1412475.95,84.6203,161,161,निर्माण कार्य,कुएं,कुएं की खुदाई,अन्य प्रकार की ड्रिलिंग,1473ddee62df
RIRI-RI-KARI-KASA_KAKAKAME,4.0-5.0 मिमी व्यास के तारों के लिए ओपन ब्लॉक रिंग्स,Material,General,1000 पीस,7299.36,7299.36,7299.36,7299.36,1,INR,334.0,0.0516,160,160,उपकरणों की स्थापना,संचार उपकरण,संचार लाइनें,अंतरराज्यीय केबल संचार लाइनें,eddb156edf88
KAME-LI-KALI-RIPU,"प्लेनका रेडियोग्राफिक listवाला, आकार 300x400 मिमी",Abstract Material,General,मी²,6491.24,6320.96,7077.77,6320.96,2,INR,98971.49,15.653,160,160,निर्माण कार्य,निर्माण धातु संरचनाएं,विभिन्न कार्य,"सतह की सजावट, वेल्डिंग कार्य, बोल्ट लगाने और अन्य कार्य",92839797275c
KALI-RI-KALI-KARI_KAKAKAME,धातु का इन्वेंटरी कंडक्टर,Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",77978.14,77978.14,77978.14,77978.14,1,INR,142.6,0.01,159,159,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,a543a17447c9
DXME-KANE-KASA_KASATO,"एकल बकेट यूनिवर्सल फ्रंटल कैटरपिलर लोडर, बकेट की क्षमता 0.6 म3, लोडिंग क्षमता 2 टन",Equipment,General,मशीन-च,1218.78,1218.78,1218.78,1218.78,1,INR,543.93,0.4463,159,159,निर्माण कार्य,खनन और ढलाई कार्य,एकल-बकेट एक्स्केवेटर द्वारा मिट्टी का विकास,भूमि की खुदाई और ट्रक-डंपरों में लोडिंग खुदाई मशीनों द्वारा,f285c7a458fc
KAME-LI-KALI-KADX_KAKAPUTO,"नबिकियाँ सैलनिकवाले कपास के भिगोए हुए, मार्का एचबीपी",Material,General,किलोग्राम,350.55,350.55,350.55,350.55,1,INR,470.02,1.3407,159,159,उपकरणों की स्थापना,तापीय शक्ति उपकरण,भाप टरबाइन और गैस टरबाइन इकाइयाँ,टर्बाइनें भाप स्थिर और गैस टर्बाइन स्थिर स्थापितियाँ,8dab020ba7a3
DXME-KADX-KARI_KAKARI,"अनपल्टने वाली गाड़ी, क्षमता 1.4 म3",Equipment,General,मशीन-च,7.06,7.06,7.06,7.06,1,INR,1405.79,199.0448,159,159,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",भूमि संरचनाओं के ढलानों को मजबूत करना,caf3d0257202
KAME-LI-KASA-KADX_KAKAKATO,"टेक्सटोलाइट शीट ए, मोटाई 2.2 से 4.5 मिमी",Material,General,किलोग्राम,346.1,346.1,346.1,346.1,1,INR,1073.81,3.1026,159,159,उपकरणों की स्थापना,संचार उपकरण,"रेडियो संचार, रेडियो प्रसारण, रेडियोकरण और टेलीविजन",2000 किलोग्राम तक की शक्ति वाले ट्रांसमीटर,a5b87de5ee86
KAME-LI-MEME-KAPU_KAKASASA,"वेल्डिंग वायर SV-08KhMFA, व्यास 2 मिमी",Material,General,किलोग्राम,251.0,251.0,251.0,251.0,1,INR,16.09,0.0773,159,159,उपकरणों की स्थापना,तापीय शक्ति उपकरण,भाप और जल-गर्मी स्थिर बॉयलर,भाप स्थिर बॉयलरों के तत्व,19a6548f97c6
DXME-MENE-KAME_KAKAME,"मोबाइल जनरेटर, शक्ति 2 किलowatt",Equipment,General,मशीन-च,72.06,72.06,72.06,72.06,1,INR,422.43,5.8621,159,159,निर्माण कार्य,ड्रिलिंग और विस्फोट कार्य,विस्फोटित क्षेत्रों का आवरण और सक्रिय रेलवे पटरियों पर ड्रिल-फटने वाले कार्यों क,विस्फोटक क्षेत्र की सुरक्षा के लिए आश्रय,e075c68c85fc
MEPU-SA-KASA-KAME_KAKAMEME,आंतरिक कार्यों के लिए संयोजित ओलिफ़ा,Material,General,ट,71378.44,71378.44,71378.44,71378.44,1,INR,283.16,0.0164,159,159,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,कचरा पाइपलाइनें,कचरा पाइपलाइन की स्थापना क्रिजोटिल-सीमेंट पाइप के साथ,a54b3e77c0f8
DXME-KANE-KATO_KAPUDX,"मैनुअल और लीवर विंच, खींचने की ताकत 9.81 कएन (1 टन)",Equipment,General,मशीन-च,1.57,1.57,1.57,1.57,1,INR,67.81,43.2396,159,159,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,एटमी ऊर्जा संयंत्रों के रिएक्टर (रिएक्टर विभाग) की संरचना में आर्मोब्लॉक्स की स्,0b2a3cb14b61
DXME-KANE-KATO_KASALI,इलेक्ट्रिक विंच 122.62 कN (12.5 टन) की खींचने की ताकत के साथ।,Equipment,General,मशीन-च,61.62,61.62,61.62,61.62,1,INR,5074.02,82.3373,158,158,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,रिएक्टर भवन की सुरक्षा आवरण प्रणाली के पूर्व-तनावित आर्मेचर की स्थापना,acc7f57f6f86
DXME-KANE-KATO_KASALI,बिजली: खपत 0.53 कVt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,2.35,2.35,2.35,2.35,1,INR,193.41,82.3373,158,158,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,रिएक्टर भवन की सुरक्षा आवरण प्रणाली के पूर्व-तनावित आर्मेचर की स्थापना,532c0097c40c
MEVO-ME-MEKA-KAME,फ्लैंज वाल्व,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",4128.05,4128.05,4128.05,4128.05,1,INR,208466.6,50.5,158,150,निर्माण कार्य,हीटिंग और गैस पाइपलाइन - बाहरी नेटवर्क,ताप आपूर्ति - बाहरी नेटवर्क,नालियों में और ऊपर की ओर पाइपलाइनों,08e070a16ccf
DXME-KATO-KANE_KARIME,"पहिएदार-रेलवाले लोडिंग मशीनें, क्षैतिज खनन के लिए, 8 मी² तक के क्रॉस-सेक्शन के लिए, स्थिर कंप्रेसर स्टेशनों से काम करते हुए पनविमान",Equipment,General,मशीन-च,1000.81,1000.81,1000.81,1000.81,1,INR,20455.62,20.439,158,158,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,श्टोल का निर्माण,b1de2e2ee300
KAVO-TO-KAME-KARI_KAKARIVO,"समांतर किनारों वाले ड्वुताव्र, स्टील ग्रेड स्ट3स्प, स्ट3प्स, संख्या 20बी-60बी",Material,General,ट,91028.88,91028.88,91028.88,91028.88,1,INR,32552.11,0.4385,157,157,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,58d4508f3743
RISA-ME-KASA-KAME_KAKAKAPU,"दो सिर वाली रेल प्लेट, प्रकार 1R50",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",4092.15,4092.15,4092.15,4092.15,1,INR,222676.71,55.4832,156,156,निर्माण कार्य,खनन और ढलाई कार्य,एकल-बकेट एक्स्केवेटर द्वारा मिट्टी का विकास,रेलवे परिवहन के लिए खुदाई मशीनों द्वारा मिट्टी का विकास और लदान,4af58430f9cf
DXME-KADX-MEPU_KALIME,"अवरोधक के लिए संयोजन, क्षमता 240 मीटर³ तक",Equipment,General,मशीन-च,7301.02,7301.02,7301.02,7301.02,1,INR,94889.42,12.9967,156,156,निर्माण कार्य,रेलवे,1520 मिमी गेज रेलवे की ऊपरी संरचना,रेलवे क्रॉसिंग ग्रिड के लिंक का प्रतिस्थापन,6a18b63abf9e
DXME-KALI-MEKA_KAMEME,"इलेक्ट्रिक मोटर के साथ पंप, उत्पादन 4 घन मीटर/घंटा, क्षैतिज दूरी 200 मीटर, ऊर्ध्वाधर दूरी 60 मीटर",Equipment,General,मशीन-च,36.6,36.6,36.6,36.6,1,INR,1235.31,33.7525,155,155,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,उत्पादन भवन और संरचनाएँ,भूमिगत स्थानों की संरचनाएँ,7bba7dc37240
DXME-KALI-MEKA_KAMEME,बिजली: खपत 2.48 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,11.01,11.01,11.01,11.01,1,INR,371.51,33.7525,155,155,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,उत्पादन भवन और संरचनाएँ,भूमिगत स्थानों की संरचनाएँ,3e0093e19f68
RISA-ME-KAPU-KAPU_KAKAKATO,"रेल जोड़ने के लिए बोल्ट, व्यास M27, लंबाई 160 मिमी, 180 मिमी, M27 व्यास की नट के साथ",Material,General,ट,132557.52,132557.52,132557.52,132557.52,1,INR,39817.97,0.3723,155,155,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",रेलवे और सड़क के लिए खुदाई और भराई,de75870f835b
KAVO-TO-KASA-KASA_KAKATOME,"छत के लिए शीट स्टील, ग्रेड STK-1, मोटाई 0.5 मिमी",Material,General,ट,55310.14,55310.14,55310.14,55310.14,1,INR,10286.53,0.2572,154,154,निर्माण कार्य,लकड़ी की संरचनाएं,लकड़ी की संरचनाएँ,"दीवारें, विभाजन",ff0928d19535
DXME-MEPU-KATO_KAKAME,"ऑटोमोबाइल-डंपर, लोडिंग क्षमता 7 टन तक",Equipment,General,मशीन-च,720.27,720.27,720.27,720.27,1,INR,6919.88,9.6073,154,154,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",खुदाई द्वारा मिट्टी का विकास और ट्रक-डंपरों में लोडिंग,fb69f5b79065
ME_MEKAKA_RIME,कार्यकर्ता की श्रेणी 2,Labor,Labor,च,468.37,468.37,468.37,468.37,1,INR,59066.17,126.1103,153,153,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",खुदाई द्वारा मिट्टी का विकास और ट्रक-डंपरों में लोडिंग,fa8bb3b85d19
MEPU-PU-KATO-KATO_KAKAKARI,बिटुमिनस वार्निश BT-123,Material,General,ट,99733.96,99733.96,99733.96,99733.96,1,INR,1418.53,0.0507,152,152,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,ईंटों और पत्थरों की संरचनाएँ,"दीवारों की मौरंग का सुदृढ़ीकरण, मेहराबों का स्थिरीकरण, धातु की जालियों की स्थापन",976d0844c2ea
